sql_stmt_seq,conflict_or_where_key,source_csv_row
225,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row226 PRD_000071/MAT_000079/USAGE.01
226,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row227 PRD_000071/MAT_000086/USAGE.01
227,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row228 PRD_000071/MAT_000087/USAGE.01
228,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row229 PRD_000071/MAT_000088/USAGE.01
229,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row230 PRD_000071/MAT_000089/USAGE.01
230,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row231 PRD_000071/MAT_000095/USAGE.01
231,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row232 PRD_000071/MAT_000096/USAGE.01
232,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row233 PRD_000071/MAT_000097/USAGE.01
233,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row234 PRD_000071/MAT_000104/USAGE.01
234,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row235 PRD_000071/MAT_000105/USAGE.01
235,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row236 PRD_000071/MAT_000106/USAGE.01
236,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row237 PRD_000071/MAT_000072/USAGE.02
237,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row238 PRD_000071/MAT_000073/USAGE.02
238,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row239 PRD_000071/MAT_000074/USAGE.02
239,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row240 PRD_000071/MAT_000076/USAGE.02
240,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row241 PRD_000071/MAT_000077/USAGE.02
241,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row242 PRD_000071/MAT_000078/USAGE.02
242,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row243 PRD_000071/MAT_000079/USAGE.02
243,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row244 PRD_000071/MAT_000080/USAGE.02
244,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row245 PRD_000071/MAT_000081/USAGE.02
245,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row246 PRD_000071/MAT_000082/USAGE.02
246,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row247 PRD_000071/MAT_000086/USAGE.02
247,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row248 PRD_000071/MAT_000087/USAGE.02
248,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row249 PRD_000071/MAT_000088/USAGE.02
249,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row250 PRD_000071/MAT_000089/USAGE.02
250,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row251 PRD_000071/MAT_000090/USAGE.02
251,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row252 PRD_000071/MAT_000091/USAGE.02
252,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row253 PRD_000071/MAT_000092/USAGE.02
253,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row254 PRD_000071/MAT_000095/USAGE.02
254,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row255 PRD_000071/MAT_000096/USAGE.02
255,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row256 PRD_000071/MAT_000097/USAGE.02
256,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row257 PRD_000071/MAT_000098/USAGE.02
257,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row258 PRD_000071/MAT_000099/USAGE.02
258,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row259 PRD_000071/MAT_000104/USAGE.02
259,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row260 PRD_000071/MAT_000105/USAGE.02
260,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row261 PRD_000071/MAT_000106/USAGE.02
261,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row262 PRD_000071/MAT_000107/USAGE.02
262,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row263 PRD_000071/MAT_000108/USAGE.02
263,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row264 PRD_000071/MAT_000109/USAGE.02
264,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row265 PRD_000108/MAT_000090/USAGE.07
265,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row266 PRD_000108/MAT_000113/USAGE.07
266,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row267 PRD_000108/MAT_000114/USAGE.07
267,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row268 PRD_000108/MAT_000115/USAGE.07
268,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row269 PRD_000108/MAT_000116/USAGE.07
269,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row270 PRD_000108/MAT_000123/USAGE.07
270,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row271 PRD_000108/MAT_000127/USAGE.07
271,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row272 PRD_000109/MAT_000090/USAGE.07
272,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row273 PRD_000109/MAT_000113/USAGE.07
273,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row274 PRD_000109/MAT_000114/USAGE.07
274,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row275 PRD_000109/MAT_000115/USAGE.07
275,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row276 PRD_000109/MAT_000116/USAGE.07
276,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row277 PRD_000109/MAT_000127/USAGE.07
277,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row278 PRD_000110/MAT_000090/USAGE.07
278,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row279 PRD_000110/MAT_000098/USAGE.07
279,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row280 PRD_000110/MAT_000113/USAGE.07
280,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row281 PRD_000110/MAT_000114/USAGE.07
281,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row282 PRD_000110/MAT_000115/USAGE.07
282,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row283 PRD_000110/MAT_000116/USAGE.07
283,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row284 PRD_000110/MAT_000118/USAGE.07
284,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row285 PRD_000110/MAT_000123/USAGE.07
285,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row286 PRD_000110/MAT_000127/USAGE.07
286,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row287 PRD_000111/MAT_000074/USAGE.07
287,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row288 PRD_000111/MAT_000079/USAGE.07
288,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row289 PRD_000111/MAT_000080/USAGE.07
289,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row290 PRD_000111/MAT_000081/USAGE.07
290,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row291 PRD_000111/MAT_000082/USAGE.07
291,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row292 PRD_000111/MAT_000089/USAGE.07
292,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row293 PRD_000111/MAT_000090/USAGE.07
293,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row294 PRD_000111/MAT_000091/USAGE.07
294,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row295 PRD_000111/MAT_000092/USAGE.07
295,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row296 PRD_000111/MAT_000097/USAGE.07
296,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row297 PRD_000111/MAT_000098/USAGE.07
297,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row298 PRD_000111/MAT_000099/USAGE.07
298,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row299 PRD_000111/MAT_000108/USAGE.07
299,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row300 PRD_000111/MAT_000113/USAGE.07
300,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row301 PRD_000111/MAT_000114/USAGE.07
301,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row302 PRD_000111/MAT_000115/USAGE.07
302,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row303 PRD_000111/MAT_000116/USAGE.07
303,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row304 PRD_000111/MAT_000118/USAGE.07
304,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row305 PRD_000111/MAT_000119/USAGE.07
305,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row306 PRD_000111/MAT_000123/USAGE.07
306,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row307 PRD_000111/MAT_000127/USAGE.07
307,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row308 PRD_000146/MAT_000051/USAGE.07
308,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row309 PRD_000146/MAT_000052/USAGE.07
309,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row310 PRD_000148/MAT_000047/USAGE.07
310,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row311 PRD_000148/MAT_000048/USAGE.07
311,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row312 PRD_000149/MAT_000056/USAGE.07
312,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row313 PRD_000150/MAT_000054/USAGE.07
313,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row314 PRD_000150/MAT_000053/USAGE.07
314,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row315 PRD_000152/MAT_000046/USAGE.07
315,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row316 PRD_000152/MAT_000049/USAGE.07
316,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row317 PRD_000154/MAT_000057/USAGE.07
