prd_cd,siz_cd,siz_nm,min_qty,max_qty,qty_incr,disp_seq,dflt_yn
PRD_000284,SIZ_000380,B5 (182X257),,,,2,N
PRD_000284,SIZ_000172,A4(210x297mm),,,,3,N
PRD_000285,SIZ_000170,A5(148x210mm),,,,1,Y
PRD_000285,SIZ_000380,B5 (182X257),,,,2,N
PRD_000285,SIZ_000172,A4(210x297mm),,,,3,N
PRD_000286,SIZ_000170,A5(148x210mm),,,,1,Y
PRD_000286,SIZ_000380,B5 (182X257),,,,2,N
PRD_000286,SIZ_000172,A4(210x297mm),,,,3,N
PRD_000287,SIZ_000170,A5(148x210mm),,,,1,Y
PRD_000287,SIZ_000380,B5 (182X257),,,,2,N
PRD_000287,SIZ_000172,A4(210x297mm),,,,3,N
PRD_000288,SIZ_000174,A3(297x420mm),,,,1,Y
PRD_000289,SIZ_000170,A5(148x210mm),,,,1,Y
PRD_000289,SIZ_000172,A4(210x297mm),,,,2,N
PRD_000290,SIZ_000174,A3(297x420mm),,,,1,Y
PRD_000291,SIZ_000170,A5(148x210mm),,,,1,Y
PRD_000291,SIZ_000172,A4(210x297mm),,,,2,N
PRD_000292,SIZ_000174,A3(297x420mm),,,,1,Y
