sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
디지털인쇄,cell,8,W8,코팅(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,X8,커팅(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,Y8,접지(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,Z8,제작수량(필수)_건수(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AA8,제작수량(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AB8,제작수량(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AC8,제작수량(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AD8,후가공(옵션)_모서리,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AE8,후가공(옵션)_오시,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AF8,후가공(옵션)_미싱,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AG8,후가공(옵션)_가변(텍스트),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,AH8,후가공(옵션)_가변(이미지),,,Values must be of type <class 'str'>,,,,,,,,
