prd_cd,prd_nm,edge,remediation_class,note
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '금유광' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '동박' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '먹유광' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '은유광' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '적박' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '청박' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '트윙클박' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '홀로그램박' 공정 제공하나 가격 comp 없음
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '귀돌이비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '무광코팅비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '미싱비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '별색인쇄비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '오시비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '유광코팅비' proc 가 상품 공정과 교집합 0
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000210#1:mat_cd=MAT_000118
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000211#1:mat_cd=MAT_000121
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000212#1:mat_cd=MAT_000125
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000213#1:mat_cd=MAT_000128
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000214#1:mat_cd=MAT_000129
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000215#1:mat_cd=MAT_000240
PRD_000042,프리미엄 쿠폰/상품권,W4,review,ANCHOR_DELETED OPV_000216#1:mat_cd=MAT_000241
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '가변이미지' 옵션이 '개수' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '가변텍스트' 옵션이 '개수' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '금유광' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '금유광' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '동박' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '동박' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '먹유광' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '먹유광' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '은유광' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '은유광' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '적박' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '적박' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '청박' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '청박' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '트윙클박' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '트윙클박' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '홀로그램박' 옵션이 '가로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000042,프리미엄 쿠폰/상품권,W5,review,옵션 파라미터 연결 끊김(OPT_PARAM_MISSING): '홀로그램박' 옵션이 '세로' 미공급 → 단가행 매칭 실패로 무료 (수치입력 가능성·검토)
PRD_000043,인쇄배경지(일반형),E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000044,인쇄배경지(커팅형),E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000044,인쇄배경지(커팅형),E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '완칼커팅' 공정 제공하나 가격 comp 없음
PRD_000044,인쇄배경지(커팅형),E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000045,인쇄헤더택,E3,review,차원 누락(MISSING·proc_cd): 손님선택 2값이 단가행에 없음
PRD_000045,인쇄헤더택,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '1구 6mm 타공' 공정 제공하나 가격 comp 없음
PRD_000045,인쇄헤더택,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오시' 공정 제공하나 가격 comp 없음
PRD_000045,인쇄헤더택,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000046,라벨/택,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000046,라벨/택,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '완칼커팅' 공정 제공하나 가격 comp 없음
PRD_000047,소량전단지,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '귀돌이비' proc 가 상품 공정과 교집합 0
PRD_000047,소량전단지,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '미싱비' proc 가 상품 공정과 교집합 0
PRD_000047,소량전단지,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '오시비' proc 가 상품 공정과 교집합 0
PRD_000047,소량전단지,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000048,접지리플렛,C1,review,"RULE_DEAD_REF R_EXCL_COATING_THIN_PAPER(아트,스노우 180g이상  코팅가능) — 없는 값 참조: sel_opts=OPV_000603"
PRD_000048,접지리플렛,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000049,와이드 접지리플렛,C1,review,"RULE_DEAD_REF R_EXCL_COATING_THIN_PAPER(아트,스노우 180이상 코팅가능) — 없는 값 참조: sel_opts=OPV_000614"
PRD_000049,와이드 접지리플렛,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '접지비 리플렛 반접지' proc 가 상품 공정과 교집합 0
PRD_000049,와이드 접지리플렛,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '타공비 (6mm)' proc 가 상품 공정과 교집합 0
PRD_000049,와이드 접지리플렛,G1,review,
PRD_000050,봉투제작,W2,review,PARENT_DEAD OPV-000029#1:-=SIZ_000193
PRD_000050,봉투제작,W2,review,PARENT_DEAD OPV-000030#1:-=SIZ_000192
PRD_000050,봉투제작,W2,review,PARENT_DEAD OPV-000031#1:-=SIZ_000194
PRD_000050,봉투제작,W2,review,PARENT_DEAD OPV_000834#1:-=SIZ_000191
PRD_000052,반칼 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000052,반칼 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '무광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000052,반칼 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000052,반칼 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000052,반칼 자유형 스티커,W4,review,ANCHOR_DELETED OPV_000509#1:proc_cd=PROC_000054
PRD_000053,반칼 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000053,반칼 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000053,반칼 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트인쇄' 공정 제공하나 가격 comp 없음
PRD_000053,반칼 자유형 투명스티커,G1,review,
PRD_000054,반칼 자유형 홀로그램스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000054,반칼 자유형 홀로그램스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000054,반칼 자유형 홀로그램스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트인쇄' 공정 제공하나 가격 comp 없음
PRD_000055,낱장 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000055,낱장 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '완칼커팅' 공정 제공하나 가격 comp 없음
PRD_000055,낱장 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000055,낱장 자유형 스티커,W4,review,ANCHOR_DELETED OPV_000525#1:proc_cd=PROC_000053
PRD_000056,낱장 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '완칼커팅' 공정 제공하나 가격 comp 없음
PRD_000056,낱장 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트라텍스출력' 공정 제공하나 가격 comp 없음
PRD_000056,낱장 자유형 투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트인쇄' 공정 제공하나 가격 comp 없음
PRD_000056,낱장 자유형 투명스티커,G1,review,
PRD_000056,낱장 자유형 투명스티커,W4,review,ANCHOR_DELETED OPV_000775#1:proc_cd=PROC_000053
PRD_000057,대형 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000057,대형 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '완칼커팅' 공정 제공하나 가격 comp 없음
PRD_000057,대형 자유형 스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000058,반칼원형스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000058,반칼원형스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000059,반칼정사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000059,반칼정사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000059,반칼정사각스티커,G1,review,
PRD_000060,반칼직사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000060,반칼직사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '무광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000060,반칼직사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000060,반칼직사각스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000060,반칼직사각스티커,G1,review,
PRD_000061,반칼띠지스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000061,반칼띠지스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '무광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000061,반칼띠지스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000061,반칼띠지스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000061,반칼띠지스티커,G1,review,
PRD_000062,반칼팬시스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000062,반칼팬시스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '무광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000062,반칼팬시스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000062,반칼팬시스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000062,반칼팬시스티커,G1,review,
PRD_000063,반칼팬시투명스티커,C1,review,RULE_DEAD_REF RULE_001(140x100 커팅모양) — 없는 값 참조: siz_cd=SIZ_000067
PRD_000063,반칼팬시투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '반칼커팅' 공정 제공하나 가격 comp 없음
PRD_000063,반칼팬시투명스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트인쇄' 공정 제공하나 가격 comp 없음
PRD_000065,스티커팩,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000065,스티커팩,Q1,review,초대량 저청구 검토(INFO_MAX): '스티커팩' max 1000 > 최대구간 1×10
PRD_000066,합판도무송스티커,E3,review,차원 누락(MISSING·mat_cd): 손님선택 6값이 단가행에 없음
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000527#1:mat_cd=MAT_000153
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000529#1:mat_cd=MAT_000084
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000531#1:mat_cd=MAT_000155
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000533#1:mat_cd=MAT_000156
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000535#1:mat_cd=MAT_000170
PRD_000066,합판도무송스티커,W4,needs_design,ANCHOR_MISSING OPV_000537#1:mat_cd=MAT_000171
PRD_000067,타투스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '전사인쇄' 공정 제공하나 가격 comp 없음
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000073|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000073|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000077|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000077|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000078|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000078|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000079|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000079|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000080|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000080|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000087|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000087|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000088|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000088|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000089|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000089|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000090|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000090|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000104|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000104|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000106|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000106|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000107|siz_cd=SIZ_000250|qty=2
PRD_000068,중철책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000107|siz_cd=SIZ_000252|qty=2
PRD_000068,중철책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000288', 'siz_cd': 'SIZ_000251', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000287', 'siz_cd': 'SIZ_000250', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000002'}]|mode=strict|qty=1"
PRD_000068,중철책자,W2,review,PARENT_DEAD OPV_000284#1:-=SIZ_000170
PRD_000068,중철책자,W4,needs_design,ANCHOR_MISSING OPV_000284#1:siz_cd=SIZ_000170
PRD_000069,무선책자,E3,review,차원 누락(MISSING·proc_cd): 손님선택 12값이 단가행에 없음
PRD_000069,무선책자,E3,review,차원 누락(MISSING·proc_cd): 손님선택 2값이 단가행에 없음
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000073|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000073|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000074|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000074|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000077|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000077|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000081|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000081|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000082|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000082|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000087|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000087|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000091|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000091|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000092|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000092|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000095|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000095|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000096|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000096|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000104|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000104|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000109|siz_cd=SIZ_000250|qty=2
PRD_000069,무선책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000109|siz_cd=SIZ_000252|qty=2
PRD_000069,무선책자,Q1,review,수량 함정(TRAP_MIN): '무선책자' 최소수량 2 < 구간 comp 최소 → 구간 아래 주문 시 무료
PRD_000069,무선책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000290', 'siz_cd': 'SIZ_000632', 'mat_cd': 'MAT_000074', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000289', 'siz_cd': 'SIZ_000250', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000002'}]|mode=strict|qty=1"
PRD_000069,무선책자,W2,review,PARENT_DEAD OPV_000319#1:-=SIZ_000170
PRD_000069,무선책자,W4,needs_design,ANCHOR_MISSING OPV_000319#1:siz_cd=SIZ_000170
PRD_000070,PUR책자,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000070,PUR책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000250|qty=2
PRD_000070,PUR책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000252|qty=2
PRD_000070,PUR책자,Q1,review,수량 함정(TRAP_MIN): 'PUR책자' 최소수량 2 < 구간 comp 최소 → 구간 아래 주문 시 무료
PRD_000070,PUR책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000292', 'siz_cd': 'SIZ_000632', 'mat_cd': 'MAT_000074', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000291', 'siz_cd': 'SIZ_000250', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000071,트윈링책자,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000072|siz_cd=SIZ_000179|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000072|siz_cd=SIZ_000254|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000072|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000072|siz_cd=SIZ_000613|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000073|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000074|siz_cd=SIZ_000179|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000074|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000076|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000077|siz_cd=SIZ_000263|qty=1
