siz_cd,siz_nm,work_width,work_height,cut_width,cut_height,margin_top,margin_bot,margin_lft,margin_rgt,impos_yn,use_yn,note,reg_dt,upd_dt,del_yn
SIZ_000152,86x110,86.00,110.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000153,80x124,80.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000154,86x130,86.00,130.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000155,90x124,90.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000156,96x130,96.00,130.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000157,104x104,104.00,104.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000158,66x184,66.00,184.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000159,72x190,72.00,190.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000160,115x170,115.00,170.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000161,78x78,78.00,78.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000162,78x152,78.00,152.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000163,78x113,78.00,113.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000164,78x222,78.00,222.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000165,84x84,84.00,84.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000166,114x84,114.00,84.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000167,144x84,144.00,84.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000168,164x84,164.00,84.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000169,35x120,35.00,120.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000170,A5(148x210mm),148.00,210.00,148.00,210.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000171,152x214,152.00,214.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000172,A4(210x297mm),210.00,297.00,210.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000173,216x303,216.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000174,A3(297x420mm),297.00,420.00,297.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000175,303x426,303.00,426.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000176,A3+(300x440mm),300.00,440.00,300.00,440.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000177,306x446,306.00,446.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000178,214x152,214.00,152.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000179,303x216,303.00,216.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000180,302x216,302.00,216.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000181,426x303,426.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000182,425x303,425.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000183,419x297,,,419.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000184,424x303,424.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000185,418x297,,,418.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000186,635x303,635.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000187,629x297,,,629.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000188,644x303,644.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000189,638x297,,,638.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000190,646x303,646.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000191,225x193,225.00,193.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000192,238x262,238.00,262.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000193,262x238,262.00,238.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000194,510x387,510.00,387.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000195,313x400,313.00,400.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000196,A6(105x148mm),105.00,148.00,105.00,148.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000197,A2(420x594mm),420.00,594.00,420.00,594.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000198,A2 (420X594),420.00,594.00,420.00,594.00,,,,,Y,Y,,2026-06-03 12:46:02.974607,2026-06-16 19:47:21.844387,N
SIZ_000199,400x600,400.00,600.00,400.00,600.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000200,104x144,104.00,144.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000201,128x190,128.00,190.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000202,94x194,94.00,194.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000203,72x46,72.00,46.00,72.00,46.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000204,79x43,79.00,43.00,79.00,43.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000205,77x53,77.00,53.00,77.00,53.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000206,91x35,91.00,35.00,91.00,35.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000207,73x40,73.00,40.00,73.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000208,83x45,83.00,45.00,83.00,45.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000209,93x50,93.00,50.00,93.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000210,55x55,55.00,55.00,55.00,55.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000211,70x70,70.00,70.00,70.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000212,정사각10x10mm(8EA),10.00,10.00,10.00,10.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000213,정사각15x15mm(8EA),15.00,15.00,15.00,15.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000214,정사각20x20mm(6EA),20.00,20.00,20.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000215,정사각25x25mm(3EA),25.00,25.00,25.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000216,정사각30x30mm(2EA),30.00,30.00,30.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000217,정사각35x35mm(2EA),35.00,35.00,35.00,35.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000218,정사각40x40mm(2EA),40.00,40.00,40.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000219,정사각45x45mm(1EA),45.00,45.00,45.00,45.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000220,정사각50x50mm(1EA),50.00,50.00,50.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000221,정사각55x55mm(1EA),55.00,55.00,55.00,55.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000222,정사각60x60mm(1EA),60.00,60.00,60.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000223,정사각90x90mm(1EA),90.00,90.00,90.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000224,직사각35x25mm(2EA),35.00,25.00,35.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000225,45x63,45.00,63.00,45.00,63.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000226,직사각40x30mm(2EA),40.00,30.00,40.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000227,73x50,73.00,50.00,73.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000228,직사각42x20mm(2EA),42.00,20.00,42.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000229,52x53,52.00,53.00,52.00,53.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000230,직사각50x20mm(2EA),50.00,20.00,50.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000231,60x53,60.00,53.00,60.00,53.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000232,직사각50x30mm(2EA),50.00,30.00,50.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000233,60x73,60.00,73.00,60.00,73.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000234,직사각55x15mm(2EA),55.00,15.00,55.00,15.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000235,65x43,65.00,43.00,65.00,43.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000236,직사각55x20mm(2EA),55.00,20.00,55.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000237,65x53,65.00,53.00,65.00,53.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000238,직사각55x24mm(2EA),55.00,24.00,55.00,24.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000239,65x61,65.00,61.00,65.00,61.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000240,직사각55x33mm(2EA),55.00,33.00,55.00,33.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000241,65x79,65.00,79.00,65.00,79.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000242,직사각90x40mm(2EA),90.00,40.00,90.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000243,100x50,100.00,50.00,100.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000244,직사각90x50mm(1EA),90.00,50.00,90.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000245,직사각90x60mm(1EA),90.00,60.00,90.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000246,100x70,100.00,70.00,100.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000247,직사각90x70mm(1EA),90.00,70.00,90.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000248,100x80,100.00,80.00,100.00,80.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000249,직사각90x80mm(1EA),90.00,80.00,90.00,80.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000250,150x214,150.00,214.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000251,300x214,300.00,214.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000252,213x303,213.00,303.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000253,A5(210x148mm),210.00,148.00,210.00,148.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000254,214x150,214.00,150.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000255,A4(297x210mm),297.00,210.00,297.00,210.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000256,303x213,303.00,213.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000257,210x150,210.00,150.00,210.00,150.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000258,A4,210.00,297.00,210.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000259,611x374,611.00,374.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000260,622x374,622.00,374.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000261,636x374,636.00,374.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000262,218x160,218.00,160.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000263,152x102,152.00,102.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000264,318x110,318.00,110.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000265,288x145,288.00,145.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000266,70x120,70.00,120.00,70.00,120.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000267,74x124,74.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000268,72x120,,,72.00,120.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000269,8x8(200x200mm),200.00,200.00,200.00,200.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000270,203x203,203.00,203.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000271,201x199,,,201.00,199.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000272,460x235,460.00,235.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000273,420x213,420.00,213.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000274,10x10(250x250mm),250.00,250.00,250.00,250.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000275,254x254,254.00,254.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000276,252x250,,,252.00,250.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000277,556x285,556.00,285.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000278,352x248,352.00,248.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000279,314x224,314.00,224.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000280,472x334,472.00,334.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000281,440x313,440.00,313.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000282,224x149,224.00,149.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000283,134x224,134.00,224.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000284,94x104,94.00,104.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000285,152x64,152.00,64.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000286,149x149,149.00,149.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000287,224x134,224.00,134.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000288,149x304,149.00,304.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000289,214x301,214.00,301.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000290,214x424,214.00,424.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000291,304x424,304.00,424.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-07 00:25:09.022047,Y
SIZ_000292,304x629,304.00,629.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000293,A1(594x841mm),594.00,841.00,594.00,841.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000294,A1 (594X841),594.00,841.00,594.00,841.00,,,,,Y,Y,,2026-06-03 12:46:02.974607,2026-06-16 19:47:21.844387,N
SIZ_000295,A3세로(297x420mm),297.00,420.00,297.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000296,A3가로(420x297mm),420.00,297.00,420.00,297.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000297,A2세로(420x594mm),420.00,594.00,420.00,594.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000298,A2가로(594x420mm),594.00,420.00,594.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000299,594x420,594.00,420.00,594.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000300,A1세로(594x841mm),594.00,841.00,594.00,841.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000301,A1가로(841x594mm),841.00,594.00,841.00,594.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-17 07:47:50.713627,Y
SIZ_000302,841x594,841.00,594.00,841.00,594.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000303,426x600,426.00,600.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000304,5x5(127x127mm),127.00,127.00,127.00,127.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000305,207x207,207.00,207.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000306,5x7(127x178mm),127.00,178.00,127.00,178.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000307,207x258,207.00,258.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000308,8x8(203x203mm),203.00,203.00,203.00,203.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000309,283x283,283.00,283.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000310,8x10(203x254mm),203.00,254.00,203.00,254.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000311,283x334,283.00,334.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000312,290x377,290.00,377.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000313,377x500,377.00,500.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000314,210x347,210.00,347.00,210.00,347.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000315,A3,297.00,420.00,297.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000316,297x470,297.00,470.00,297.00,470.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000317,A2,420.00,594.00,420.00,594.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000318,420x644,420.00,644.00,420.00,644.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000319,300x600,300.00,600.00,300.00,600.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000320,900x1200,900.00,1200.00,900.00,1200.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000321,600x1800,600.00,1800.00,600.00,1800.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000322,5000x900,5000.00,900.00,5000.00,900.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000323,900x900,900.00,900.00,900.00,900.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000324,290x90,290.00,90.00,290.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000325,290x190,290.00,190.00,290.00,190.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000326,390x290,390.00,290.00,390.00,290.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000327,590x390,590.00,390.00,590.00,390.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000328,180x420,180.00,420.00,180.00,420.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000329,20x30,20.00,30.00,20.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000330,30x30,30.00,30.00,30.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000331,30x40,30.00,40.00,30.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000332,30x70,30.00,70.00,30.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000333,40x40,40.00,40.00,40.00,40.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000334,40x50,40.00,50.00,40.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000335,40x60,40.00,60.00,40.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000336,20x20,,,20.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000337,24x24,24.00,24.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000338,34x34,34.00,34.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000339,34x44,34.00,44.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000340,44x44,44.00,44.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000341,44x54,44.00,54.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000342,54x54,54.00,54.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000343,64x64,64.00,64.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000344,70x60,,,70.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000345,74x64,74.00,64.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000346,60x20,,,60.00,20.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000347,64x24,64.00,24.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000348,70x25,,,70.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000349,74x29,74.00,29.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000350,80x30,,,80.00,30.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000351,84x34,84.00,34.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000352,15x15,15.00,15.00,15.00,15.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000353,25x25,25.00,25.00,25.00,25.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000354,35x35,35.00,35.00,35.00,35.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000355,100x100mm원형,100.00,100.00,100.00,100.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000356,100x100mm사각,100.00,100.00,100.00,100.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000357,120x60,120.00,60.00,120.00,60.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000358,120x90,120.00,90.00,120.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000359,120x120,120.00,120.00,120.00,120.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000360,120x150,120.00,150.00,120.00,150.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000361,120x180,120.00,180.00,120.00,180.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000362,124x124,124.00,124.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000363,124x184,124.00,184.00,,,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000364,68x103,68.00,103.00,68.00,103.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000365,120x50,120.00,50.00,120.00,50.00,,,,,N,Y,,2026-06-03 12:46:02.974607,,N
SIZ_000366,40x69mm자물쇠,40.00,69.00,40.00,69.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000367,43x71mm하트자물쇠,43.00,71.00,43.00,71.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000368,59x54mm하트,59.00,54.00,59.00,54.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000369,68x70mm원형,68.00,70.00,68.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000370,60x70,60.00,70.00,60.00,70.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000371,60x80,60.00,80.00,60.00,80.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
SIZ_000372,60x90,60.00,90.00,60.00,90.00,,,,,N,Y,,2026-06-03 12:46:02.974607,2026-06-04 08:42:54.234316,N
