excel_sheet,excel_prd_nm,matched_prd_cd,matched_prd_nm,tier,cardinality,evidence,needs_human
goods-pouch,아크릴쉐이커코롯토,PRD_000226,아크릴쉐이커코롯토,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000226) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
goods-pouch,양말,PRD_000205,양말,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000205) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,에어팟케이스★,,,UNMATCHED,0:0,라이브 후보 없음 — rename·신규·단종 의심 | MES 미등재(신규 상품 강신호),TRUE
goods-pouch,우드코스터,PRD_000190,우드코스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000190) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,워터북보틀,PRD_000194,워터북보틀,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000194) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,이미지피켓,PRD_000229,이미지피켓,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000229),FALSE
goods-pouch,임팩트 젤하드,,,UNMATCHED,0:0,라이브 후보 없음 — rename·신규·단종 의심 | MES 미등재(신규 상품 강신호),TRUE
goods-pouch,자석북마크,PRD_000214,자석북마크,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000214) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,장패드,PRD_000211,장패드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000211) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,초슬림마우스패드,PRD_000210,초슬림마우스패드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000210) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,카드거울,PRD_000185,카드거울,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000185) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 삼각 파우치,PRD_000240,캔버스 삼각 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000240) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 삼각 필통,PRD_000262,캔버스 삼각 필통,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000262) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 스트랩 라벨파우치,PRD_000241,캔버스 스트랩 라벨파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000241) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 포켓숄더백,PRD_000272,캔버스 포켓숄더백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000272) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 포켓심플백,PRD_000269,캔버스 포켓심플백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000269) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 플랫 파우치,PRD_000239,캔버스 플랫 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000239) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스 플랫 필통,PRD_000261,캔버스 플랫 필통,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000261) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스숄더백,PRD_000271,캔버스숄더백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000271) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스심플백,PRD_000268,캔버스심플백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000268) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,캔버스에코백,PRD_000270,캔버스에코백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000270) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,컴팩트거울,PRD_000184,컴팩트거울,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000184) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,코르크코스터,PRD_000189,코르크코스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000189) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,클립보드,PRD_000215,클립보드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000215) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,키캡키링,PRD_000202,키캡키링,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000202) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
goods-pouch,타이벡 보냉 미니백,PRD_000275,타이벡 보냉 미니백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000275) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 보냉에코백,PRD_000277,타이벡 보냉에코백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000277) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 삼각 파우치,PRD_000246,타이벡 삼각 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000246) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 스트링 파우치,PRD_000247,타이벡 스트링 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000247) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 슬림 파우치,PRD_000245,타이벡 슬림 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000245) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 양면 백팩,PRD_000273,타이벡 양면 백팩,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000273) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 에코백,PRD_000276,타이벡 에코백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000276) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 플랫 클러치,PRD_000248,타이벡 플랫 클러치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000248) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡 플랫 파우치,PRD_000244,타이벡 플랫 파우치,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000244) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡보냉보틀백,PRD_000274,타이벡보냉보틀백,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000274) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,타이벡북커버,PRD_000218,타이벡북커버,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000218),FALSE
goods-pouch,투명부채,PRD_000199,투명부채,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000199) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
goods-pouch,투명클립보드,PRD_000216,투명클립보드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000216) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,틴거울,PRD_000183,틴거울,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000183) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,틴케이스,PRD_000213,틴케이스,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000213) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,폰스트랩,PRD_000220,폰스트랩,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000220) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,피크닉매트,PRD_000198,피크닉매트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000198) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,핀버튼,PRD_000200,핀버튼,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000200) | matching.csv 확립 매핑 일치(보강),FALSE
goods-pouch,하트 이미지피켓,PRD_000228,하트 이미지피켓,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000228) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
goods-pouch,후드티셔츠,PRD_000209,후드티셔츠,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000209) | matching.csv 확립 매핑 일치(보강),FALSE
photobook,포토북 [디자인명],PRD_000100,포토북 [디자인명],EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000100),FALSE
product-accessory,OPP비접착봉투,PRD_000002,OPP비접착봉투,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000002) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,OPP접착봉투,PRD_000001,OPP접착봉투,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000001) | MES 012-0004 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,만년스탬프 리필잉크,PRD_000015,만년스탬프 리필잉크,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000015),FALSE
product-accessory,볼체인,PRD_000006,볼체인,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000006) | MES 012-0015 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,와이어링,PRD_000007,와이어링,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000007) | MES 012-0016 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,우드거치대,PRD_000012,우드거치대,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000012) | MES 012-0012 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,우드봉,PRD_000013,우드봉,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000013),FALSE
product-accessory,우드행거,PRD_000014,우드행거,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000014) | MES 012-0013 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,자석고정용고무판,PRD_000011,자석고정용고무판,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000011) | MES 012-0011 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,천정고리,PRD_000008,천정고리,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000008) | 라이브 use_yn=N(미노출·비활성),FALSE
product-accessory,카드봉투,PRD_000004,카드봉투,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000004) | MES 012-0007 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,캘린더봉투,PRD_000005,캘린더봉투,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000005) | MES 012-0008 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,투명케이스,PRD_000009,투명케이스,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000009) | MES 012-0006 라이브 일치(보강) | matching.csv 확립 매핑 일치(보강),FALSE
product-accessory,트래싱지 카드봉투,PRD_000003,트래싱지 카드봉투,EXACT,1:1,"prd_nm 문자열 정확 일치(라이브 PRD_000003) | MES 012-0009 라이브 일치(보강) | ⚠ 라이브 del_yn=Y(논리삭제) — 매칭 대상이 삭제 상태, 재확인 권장",TRUE
product-accessory,행택끈,PRD_000010,행택끈,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000010),FALSE
silsa,PET배너,PRD_000136,PET배너,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000136) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,레더아트액자,PRD_000132,레더아트액자,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000132) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,레더아트프린트,PRD_000126,레더아트프린트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000126) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,린넨 우드봉 족자,PRD_000134,린넨 우드봉 족자,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000134) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,린넨패브릭포스터,PRD_000124,린넨패브릭포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000124) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,메쉬배너,PRD_000137,메쉬배너,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000137) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,메쉬프린트,PRD_000128,메쉬프린트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000128) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,메쉬현수막,PRD_000139,메쉬현수막,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000139) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,무광시트커팅,PRD_000140,무광시트커팅,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000140) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,미니배너,PRD_000145,미니배너,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000145) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,미니보드스탠딩,PRD_000144,미니보드스탠딩,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000144),FALSE
silsa,미러아크릴스티커,PRD_000143,미러아크릴스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000143) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,방수포스터,PRD_000120,방수포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000120) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,아트패브릭포스터,PRD_000123,아트패브릭포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000123) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,아트페이퍼포스터,PRD_000119,아트페이퍼포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000119) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,아트프린트포스터,PRD_000118,아트프린트포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000118) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,유광아크릴스티커,PRD_000142,유광아크릴스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000142) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,일반현수막,PRD_000138,일반현수막,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000138) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,접착방수포스터,PRD_000121,접착방수포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000121) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,접착투명포스터,PRD_000122,접착투명포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000122) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,족자포스터,PRD_000135,족자포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000135) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,캔버스 행잉포스터,PRD_000133,캔버스 행잉포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000133) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,캔버스패브릭포스터,PRD_000125,캔버스패브릭포스터,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000125) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,타이벡프린트,PRD_000127,타이벡프린트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000127) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,투명포스터★,PRD_000122,접착투명포스터,DOMAIN_INFERRED,1:1(추정),도메인 코어 '투명포스터' 부분포함 후보: PRD_000122='접착투명포스터',TRUE
silsa,포맥스보드,PRD_000130,포맥스보드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000130) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,폼보드,PRD_000129,폼보드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000129) | matching.csv 확립 매핑 일치(보강),FALSE
silsa,프레임리스우드액자,PRD_000131,프레임리스우드액자,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000131),FALSE
silsa,홀로그램 시트커팅,PRD_000141,홀로그램 시트커팅,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000141) | matching.csv 확립 매핑 일치(보강),FALSE
stationery,떡메모지,PRD_000097,떡메모지,AMBIGUOUS,N:1,"prd_nm 문자열 정확 일치(라이브 PRD_000097) | matching.csv 확립 매핑 일치(보강) | 동일 prd_nm 이 ['booklet', 'stationery'] 2시트 → 라이브 단일 prd_cd 수렴(일반/디자인 변형 별도 등록 여부 인간 확인)",TRUE
stationery,만년다이어리(레더소프트커버),PRD_000175,만년다이어리(레더소프트커버),EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000175),FALSE
stationery,만년다이어리(레더하드커버),PRD_000174,만년다이어리(레더하드커버),EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000174),FALSE
stationery,만년다이어리(소프트커버),PRD_000172,만년다이어리(소프트커버),EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000172),FALSE
stationery,만년다이어리(하드커버),PRD_000173,만년다이어리(하드커버),EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000173),FALSE
stationery,먼슬리플래너,PRD_000176,먼슬리플래너,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000176) | matching.csv 확립 매핑 일치(보강),FALSE
stationery,메모패드,PRD_000179,메모패드,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000179) | matching.csv 확립 매핑 일치(보강),FALSE
stationery,메모패드(내지커스텀) 준비중,PRD_000180,메모패드(내지커스텀) 준비중,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000180) | 라이브 use_yn=N(미노출·비활성),FALSE
stationery,스프링노트,PRD_000177,스프링노트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000177) | matching.csv 확립 매핑 일치(보강),FALSE
stationery,스프링수첩,PRD_000178,스프링수첩,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000178) | matching.csv 확립 매핑 일치(보강),FALSE
stationery,중철노트,PRD_000181,중철노트,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000181) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,낱장 자유형 스티커,PRD_000055,낱장 자유형 스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000055) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,낱장 자유형 투명스티커,PRD_000056,낱장 자유형 투명스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000056) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,대형 자유형 스티커,PRD_000057,대형 자유형 스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000057) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼 자유형 스티커,PRD_000052,반칼 자유형 스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000052) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼 자유형 투명스티커,PRD_000053,반칼 자유형 투명스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000053) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼 자유형 홀로그램스티커,PRD_000054,반칼 자유형 홀로그램스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000054) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼띠지스티커,PRD_000061,반칼띠지스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000061) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼원형스티커,PRD_000058,반칼원형스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000058) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼정사각스티커,PRD_000059,반칼정사각스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000059) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼직사각스티커,PRD_000060,반칼직사각스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000060) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼팬시스티커,PRD_000062,반칼팬시스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000062) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,반칼팬시투명스티커,PRD_000063,반칼팬시투명스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000063) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
sticker,소량자유형스티커,PRD_000064,소량자유형스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000064) | matching.csv 확립 매핑 일치(보강) | 라이브 use_yn=N(미노출·비활성),FALSE
sticker,스티커팩,PRD_000065,스티커팩,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000065) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,타투스티커,PRD_000067,타투스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000067) | matching.csv 확립 매핑 일치(보강),FALSE
sticker,합판도무송스티커,PRD_000066,합판도무송스티커,EXACT,1:1,prd_nm 문자열 정확 일치(라이브 PRD_000066) | matching.csv 확립 매핑 일치(보강),FALSE
