prd_cd,prd_nm,prd_typ,extract_group,ambiguous,all_groups,pricein_sheet,frm,frm_nm,n_cases,calc_status,priced,pansu_match,pansu_signal,R1_contamination,R3_dflt_ok,n_dflt,OC_score,OC_missing
PRD_000180,메모패드(내지커스텀) 준비중,PRD_TYPE.03,stationery,False,stationery,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000181,중철노트,PRD_TYPE.01,stationery,False,stationery,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000183,틴거울,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000184,컴팩트거울,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000185,카드거울,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000186,사각손거울,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000187,블랙사각손거울,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000188,레더코스터,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000189,코르크코스터,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000190,우드코스터,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000191,린넨패브릭코스터,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000192,규조토코스터,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000193,머그컵,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,4,100,
PRD_000194,워터북보틀,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000195,벨벳쿠션,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000196,레더여권케이스,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000197,미니매트,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000198,피크닉매트,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000199,투명부채,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000200,핀버튼,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000201,레더스트랩키링,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000202,키캡키링,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000203,LED투명키캡키링,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,4,100,
PRD_000204,미니CD앨범,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000205,양말,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000206,반팔티셔츠,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,8,100,
PRD_000207,극세사타월,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,,
PRD_000208,슬로건,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000209,후드티셔츠,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000210,초슬림마우스패드,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000211,장패드,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,,
PRD_000212,극세사클리너,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000213,틴케이스,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000214,자석북마크,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000215,클립보드,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000216,투명클립보드,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000217,만년스탬프,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,7,100,
PRD_000218,타이벡북커버,PRD_TYPE.03,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,,
PRD_000219,밴드톡,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000220,폰스트랩,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000221,말랑키링,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000222,말랑증사홀더,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000223,말랑포카홀더,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000224,말랑네임택,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000225,말랑여권케이스,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000226,아크릴쉐이커코롯토,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,PRF_ACRYL_SHCOROTTO_TBD,아크릴쉐이커코롯토 (★구성/단가 미설정),0,TBD-미설정,0,0/0,,,False,7,100,
PRD_000227,미니우치와키링,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000228,하트 이미지피켓,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000229,이미지피켓,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000230,레더 플랫 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000231,레더 슬림 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000232,레더 삼각 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000233,레더 볼륨 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000234,레더 스트링 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000235,레더 스트링 원형파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000236,레더 플랫 클러치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000237,레더 삼각 클러치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000238,레더 아이패드/노트북 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,4,100,
PRD_000239,캔버스 플랫 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000240,캔버스 삼각 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000241,캔버스 스트랩 라벨파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000242,광목 스트링 라벨파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000243,린넨 스트링 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,4,100,
PRD_000244,타이벡 플랫 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000245,타이벡 슬림 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000246,타이벡 삼각 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000247,타이벡 스트링 파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000248,타이벡 플랫 클러치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000249,메쉬슬림파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000250,메쉬볼륨파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000251,레더 플랫 미니파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000252,레더 슬림 미니파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000253,레더 삼각 미니파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000254,레더 볼륨 미니파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000255,레더 원형 미니파우치,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000256,레더 플랫 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000257,레더 슬림 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000258,레더 삼각 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000259,레더 볼륨 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000260,레더 원형 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000261,캔버스 플랫 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000262,캔버스 삼각 필통,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000263,레더토트백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000264,레더숄더백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000265,린넨 미니에코백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000266,린넨 토트백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000267,린넨 에코백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,3,100,
PRD_000268,캔버스심플백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000269,캔버스 포켓심플백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000270,캔버스에코백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000271,캔버스숄더백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000272,캔버스 포켓숄더백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000273,타이벡 양면 백팩,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000274,타이벡보냉보틀백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000275,타이벡 보냉 미니백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000276,타이벡 에코백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000277,타이벡 보냉에코백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,True,1,100,
PRD_000278,메쉬 토트백,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,2,100,
PRD_000279,메쉬에코백,PRD_TYPE.01,(미발견),False,,False,,,0,UNBOUND-NO-PRICE,0,0/0,,,False,2,,
PRD_000280,레더라벨제작,PRD_TYPE.01,goods-pouch,False,goods-pouch,True,,,0,UNBOUND-PRICE-IN-SHEET,0,0/0,,,False,0,100,
PRD_000281,카드봉투(화이트),PRD_TYPE.03,(미발견),False,,False,,,0,UNBOUND-NO-PRICE,0,0/0,,,False,0,,
PRD_000282,카드봉투(블랙),PRD_TYPE.03,(미발견),False,,False,,,0,UNBOUND-NO-PRICE,0,0/0,,,False,0,,
PRD_000283,트레싱지봉투,PRD_TYPE.03,(미발견),False,,False,,,0,UNBOUND-NO-PRICE,0,0/0,,,False,0,,
