code,display_name,raw_value_json,unit,semantic_axis,product_bindings,price_dependent,source,note
MAT_000131,인바이런먼트 아이론 352g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": null, ""height"": null, ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000132,그문드컬러매트 블루300,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": null, ""height"": null, ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000133,마테리카 클레이 360g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": null, ""height"": null, ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000134,마테리카테라로사360,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": null, ""height"": null, ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000135,리메이크스카이380,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": null, ""height"": null, ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000136,뉴에코블랙 400g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,Y,live,price_dep_rows=1
MAT_000137,큐리어스스킨 화이트 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,1,Y,both,price_dep_rows=5
MAT_000138,큐리어스스킨 레드 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=1
MAT_000139,큐리어스스킨 다크블루 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=1
MAT_000140,큐리어스스킨 바이올렛 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=1
MAT_000141,큐리어스스킨 블랙 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=1
MAT_000142,유니크라프트 260g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,Y,live,price_dep_rows=1
MAT_000144,투명 PET 260g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000143"", ""width"": ""315.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000145,투명 PET 350g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000143"", ""width"": ""315.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000147,반투명 PET 260g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000146"", ""width"": ""315.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000148,반투명 PET 350g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000146"", ""width"": ""315.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000149,아이보리 300g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,1,N,both,
MAT_000150,뉴크라프트 250g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,Y,live,price_dep_rows=1
MAT_000151,팬시크라프트 120g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,Y,live,price_dep_rows=1
