prd_cd,siz_cd,dflt_plt_yn,output_paper_typ_cd,output_file_typ,note,reg_dt,upd_dt
PRD_000127,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000127,SIZ_000198,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000127,SIZ_000294,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000128,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000128,SIZ_000198,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000128,SIZ_000294,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000129,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000129,SIZ_000198,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000130,SIZ_000175,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000130,SIZ_000303,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000131,SIZ_000175,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000131,SIZ_000303,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000305,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000307,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000309,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000311,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000312,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000132,SIZ_000313,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000133,SIZ_000050,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000133,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000133,SIZ_000198,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000134,SIZ_000314,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000134,SIZ_000316,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000134,SIZ_000318,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000135,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000135,SIZ_000198,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000135,SIZ_000294,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000135,SIZ_000319,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000135,SIZ_000320,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000136,SIZ_000321,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000137,SIZ_000321,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000138,SIZ_000322,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000139,SIZ_000320,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000139,SIZ_000322,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000139,SIZ_000323,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000140,SIZ_000050,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000140,SIZ_000052,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000140,SIZ_000198,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000141,SIZ_000050,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000141,SIZ_000052,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000141,SIZ_000198,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000142,SIZ_000324,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000142,SIZ_000325,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000142,SIZ_000326,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000142,SIZ_000327,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000143,SIZ_000324,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000143,SIZ_000325,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000143,SIZ_000326,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000143,SIZ_000327,Y,,AI,파일사양,2026-06-03 12:46:02.974607,
PRD_000144,SIZ_000007,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000144,SIZ_000050,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000144,SIZ_000052,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000145,SIZ_000028,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000145,SIZ_000328,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000011,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000329,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000330,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000331,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000332,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000333,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000334,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000146,SIZ_000335,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000337,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000338,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000339,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000340,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000341,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000342,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000147,SIZ_000343,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000148,SIZ_000338,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000148,SIZ_000340,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000148,SIZ_000342,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000149,SIZ_000338,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000149,SIZ_000340,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000149,SIZ_000342,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000150,SIZ_000342,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000150,SIZ_000343,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000150,SIZ_000345,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000151,SIZ_000342,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000151,SIZ_000343,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000151,SIZ_000345,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000152,SIZ_000347,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000152,SIZ_000349,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000152,SIZ_000351,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000153,SIZ_000347,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000153,SIZ_000349,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000153,SIZ_000351,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000154,SIZ_000337,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000154,SIZ_000338,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000154,SIZ_000340,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000155,SIZ_000337,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000155,SIZ_000338,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000155,SIZ_000340,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000157,SIZ_000012,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000157,SIZ_000148,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000158,SIZ_000012,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000159,SIZ_000157,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000357,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000358,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000359,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000360,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000361,Y,,,파일사양,2026-06-03 12:46:02.974607,
PRD_000161,SIZ_000362,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000161,SIZ_000363,Y,,*AI(칼선),파일사양,2026-06-03 12:46:02.974607,
PRD_000163,SIZ_000365,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000172,SIZ_000251,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000173,SIZ_000181,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000176,SIZ_000180,Y,,PDF,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000176,SIZ_000376,Y,,PDF,내지파일사양,2026-06-03 12:46:02.974607,
PRD_000177,SIZ_000171,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000178,SIZ_000378,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000179,SIZ_000007,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000179,SIZ_000381,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000181,SIZ_000382,Y,,,표지파일사양,2026-06-03 12:46:02.974607,
PRD_000182,SIZ_000036,Y,,PDF,내지파일사양,2026-06-03 12:46:02.974607,
PRD_000182,SIZ_000267,Y,,PDF,내지파일사양,2026-06-03 12:46:02.974607,
PRD_000183,SIZ_000017,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000184,SIZ_000017,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000185,SIZ_000383,Y,,JPG x 3P,파일사양,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000385,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000387,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000389,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000385,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000387,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000389,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000188,SIZ_000113,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000189,SIZ_000113,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000190,SIZ_000113,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000191,SIZ_000004,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000192,SIZ_000390,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000192,SIZ_000391,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000193,SIZ_000392,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000194,SIZ_000393,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000194,SIZ_000394,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000195,SIZ_000395,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000196,SIZ_000257,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000197,SIZ_000397,Y,,JPG #1,파일사양,2026-06-03 12:46:02.974607,
PRD_000197,SIZ_000398,Y,,JPG #2,파일사양,2026-06-03 12:46:02.974607,
PRD_000198,SIZ_000400,Y,,JPG #1,파일사양,2026-06-03 12:46:02.974607,
PRD_000198,SIZ_000401,Y,,JPG #2,파일사양,2026-06-03 12:46:02.974607,
PRD_000198,SIZ_000403,Y,,JPG #1,파일사양,2026-06-03 12:46:02.974607,
PRD_000200,SIZ_000043,Y,,JPG X 4P,파일사양,2026-06-03 12:46:02.974607,
PRD_000201,SIZ_000404,Y,,JPG X 2P,파일사양,2026-06-03 12:46:02.974607,
PRD_000201,SIZ_000405,Y,,JPG X 2P,파일사양,2026-06-03 12:46:02.974607,
PRD_000205,SIZ_000407,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000206,SIZ_000408,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000209,SIZ_000408,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000210,SIZ_000409,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000211,SIZ_000410,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000212,SIZ_000411,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000213,SIZ_000412,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000214,SIZ_000017,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000215,SIZ_000414,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000215,SIZ_000416,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000216,SIZ_000417,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000216,SIZ_000418,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000219,SIZ_000427,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000220,SIZ_000428,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000221,SIZ_000429,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000223,SIZ_000430,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000224,SIZ_000431,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000225,SIZ_000432,Y,,PDF,파일사양,2026-06-03 12:46:02.974607,
PRD_000230,SIZ_000433,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000230,SIZ_000434,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000231,SIZ_000435,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000231,SIZ_000436,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000232,SIZ_000437,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000232,SIZ_000438,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000233,SIZ_000439,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000233,SIZ_000440,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000234,SIZ_000433,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000235,SIZ_000441,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000236,SIZ_000442,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000237,SIZ_000443,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000238,SIZ_000444,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000238,SIZ_000445,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000238,SIZ_000446,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000239,SIZ_000433,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000239,SIZ_000434,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000240,SIZ_000433,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000240,SIZ_000447,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000241,SIZ_000448,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000242,SIZ_000246,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000242,SIZ_000449,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000243,SIZ_000450,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000243,SIZ_000451,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000243,SIZ_000452,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000244,SIZ_000453,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000244,SIZ_000454,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000244,SIZ_000455,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000245,SIZ_000435,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000245,SIZ_000436,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000246,SIZ_000456,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000246,SIZ_000457,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000247,SIZ_000458,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000247,SIZ_000459,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000247,SIZ_000460,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000248,SIZ_000442,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000249,SIZ_000435,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000249,SIZ_000436,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000250,SIZ_000461,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000251,SIZ_000462,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000252,SIZ_000463,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000252,SIZ_000464,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000253,SIZ_000465,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000254,SIZ_000466,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000254,SIZ_000467,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000255,SIZ_000468,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000256,SIZ_000469,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000257,SIZ_000470,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000258,SIZ_000471,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000259,SIZ_000472,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000260,SIZ_000473,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000261,SIZ_000469,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000262,SIZ_000474,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000263,SIZ_000475,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000264,SIZ_000476,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000265,SIZ_000477,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000266,SIZ_000478,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000267,SIZ_000479,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000267,SIZ_000480,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000268,SIZ_000481,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000269,SIZ_000482,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000270,SIZ_000483,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000271,SIZ_000476,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000272,SIZ_000484,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000273,SIZ_000401,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000273,SIZ_000485,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000274,SIZ_000486,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000274,SIZ_000487,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000275,SIZ_000488,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000276,SIZ_000489,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000277,SIZ_000489,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000278,SIZ_000490,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000279,SIZ_000491,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000493,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000495,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000497,Y,,JPG,파일사양,2026-06-03 12:46:02.974607,
