prd_cd,prd_nm,siz_cd,siz_nm,work_width,work_height,cut_width,cut_height,impos_yn,output_paper_typ_cd,output_file_typ,dflt_plt_yn,note
PRD_000110,엽서캘린더,SIZ_000288,149x304,149.00,304.00,,,N,OUTPUT_PAPER_TYPE.03,PDF,Y,파일사양
PRD_000111,벽걸이캘린더,SIZ_000289,214x301,214.00,301.00,,,N,OUTPUT_PAPER_TYPE.03,PDF,Y,파일사양
PRD_000111,벽걸이캘린더,SIZ_000290,214x424,214.00,424.00,,,N,OUTPUT_PAPER_TYPE.03,PDF,Y,파일사양
PRD_000111,벽걸이캘린더,SIZ_000291,304x424,304.00,424.00,,,N,OUTPUT_PAPER_TYPE.03,PDF,Y,파일사양
PRD_000112,와이드벽걸이캘린더,SIZ_000292,304x629,304.00,629.00,,,N,OUTPUT_PAPER_TYPE.03,PDF,Y,파일사양
PRD_000118,아트프린트포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000118,아트프린트포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000118,아트프린트포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000119,아트페이퍼포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000119,아트페이퍼포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000119,아트페이퍼포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000120,방수포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000120,방수포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000120,방수포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000121,접착방수포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000121,접착방수포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000121,접착방수포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000122,접착투명포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,PDF,Y,파일사양
PRD_000122,접착투명포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,PDF,Y,파일사양
PRD_000122,접착투명포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,PDF,Y,파일사양
PRD_000123,아트패브릭포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000123,아트패브릭포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000123,아트패브릭포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,OUTPUT_PAPER_TYPE.03,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000054,420x297,426.00,303.00,420.00,297.00,Y,,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000299,594x420,594.00,420.00,594.00,420.00,N,,JPG,Y,파일사양
PRD_000124,린넨패브릭포스터,SIZ_000302,841x594,841.00,594.00,841.00,594.00,N,,JPG,Y,파일사양
PRD_000125,캔버스패브릭포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000125,캔버스패브릭포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000125,캔버스패브릭포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000126,레더아트프린트,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000126,레더아트프린트,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000126,레더아트프린트,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000127,타이벡프린트,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000127,타이벡프린트,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000127,타이벡프린트,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000128,메쉬프린트,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000128,메쉬프린트,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000128,메쉬프린트,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000129,폼보드,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000129,폼보드,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000130,포맥스보드,SIZ_000175,303x426,303.00,426.00,,,N,,JPG,Y,파일사양
PRD_000130,포맥스보드,SIZ_000303,426x600,426.00,600.00,,,N,,JPG,Y,파일사양
PRD_000131,프레임리스우드액자,SIZ_000175,303x426,303.00,426.00,,,N,,JPG,Y,파일사양
PRD_000131,프레임리스우드액자,SIZ_000303,426x600,426.00,600.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000305,207x207,207.00,207.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000307,207x258,207.00,258.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000309,283x283,283.00,283.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000311,283x334,283.00,334.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000312,290x377,290.00,377.00,,,N,,JPG,Y,파일사양
PRD_000132,레더아트액자,SIZ_000313,377x500,377.00,500.00,,,N,,JPG,Y,파일사양
PRD_000133,캔버스 행잉포스터,SIZ_000050,210x297,216.00,303.00,210.00,297.00,Y,,JPG,Y,파일사양
PRD_000133,캔버스 행잉포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000133,캔버스 행잉포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000134,린넨 우드봉 족자,SIZ_000314,210x347,210.00,347.00,210.00,347.00,N,,JPG,Y,파일사양
PRD_000134,린넨 우드봉 족자,SIZ_000316,297x470,297.00,470.00,297.00,470.00,N,,JPG,Y,파일사양
PRD_000134,린넨 우드봉 족자,SIZ_000318,420x644,420.00,644.00,420.00,644.00,N,,JPG,Y,파일사양
PRD_000135,족자포스터,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000135,족자포스터,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,JPG,Y,파일사양
PRD_000135,족자포스터,SIZ_000294,594x841,594.00,841.00,594.00,841.00,N,,JPG,Y,파일사양
PRD_000135,족자포스터,SIZ_000319,300x600,300.00,600.00,300.00,600.00,N,,JPG,Y,파일사양
PRD_000135,족자포스터,SIZ_000320,900x1200,900.00,1200.00,900.00,1200.00,N,,JPG,Y,파일사양
PRD_000136,PET배너,SIZ_000321,600x1800,600.00,1800.00,600.00,1800.00,N,,JPG,Y,파일사양
PRD_000137,메쉬배너,SIZ_000321,600x1800,600.00,1800.00,600.00,1800.00,N,,JPG,Y,파일사양
PRD_000138,일반현수막,SIZ_000322,5000x900,5000.00,900.00,5000.00,900.00,N,,JPG,Y,파일사양
PRD_000139,메쉬현수막,SIZ_000320,900x1200,900.00,1200.00,900.00,1200.00,N,,JPG,Y,파일사양
PRD_000139,메쉬현수막,SIZ_000322,5000x900,5000.00,900.00,5000.00,900.00,N,,,Y,파일사양
PRD_000139,메쉬현수막,SIZ_000323,900x900,900.00,900.00,900.00,900.00,N,,JPG,Y,파일사양
PRD_000140,무광시트커팅,SIZ_000050,210x297,216.00,303.00,210.00,297.00,Y,,AI,Y,파일사양
PRD_000140,무광시트커팅,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,AI,Y,파일사양
PRD_000140,무광시트커팅,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,AI,Y,파일사양
PRD_000141,홀로그램 시트커팅,SIZ_000050,210x297,216.00,303.00,210.00,297.00,Y,,AI,Y,파일사양
PRD_000141,홀로그램 시트커팅,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,AI,Y,파일사양
PRD_000141,홀로그램 시트커팅,SIZ_000198,420x594,420.00,594.00,420.00,594.00,N,,AI,Y,파일사양
PRD_000142,유광아크릴스티커,SIZ_000324,290x90,290.00,90.00,290.00,90.00,N,,AI,Y,파일사양
PRD_000142,유광아크릴스티커,SIZ_000325,290x190,290.00,190.00,290.00,190.00,N,,AI,Y,파일사양
PRD_000142,유광아크릴스티커,SIZ_000326,390x290,390.00,290.00,390.00,290.00,N,,AI,Y,파일사양
PRD_000142,유광아크릴스티커,SIZ_000327,590x390,590.00,390.00,590.00,390.00,N,,AI,Y,파일사양
PRD_000143,미러아크릴스티커,SIZ_000324,290x90,290.00,90.00,290.00,90.00,N,,AI,Y,파일사양
PRD_000143,미러아크릴스티커,SIZ_000325,290x190,290.00,190.00,290.00,190.00,N,,AI,Y,파일사양
PRD_000143,미러아크릴스티커,SIZ_000326,390x290,390.00,290.00,390.00,290.00,N,,AI,Y,파일사양
PRD_000143,미러아크릴스티커,SIZ_000327,590x390,590.00,390.00,590.00,390.00,N,,AI,Y,파일사양
PRD_000144,미니보드스탠딩,SIZ_000007,148x210,150.00,212.00,148.00,210.00,Y,,JPG,Y,파일사양
PRD_000144,미니보드스탠딩,SIZ_000050,210x297,216.00,303.00,210.00,297.00,Y,,JPG,Y,파일사양
PRD_000144,미니보드스탠딩,SIZ_000052,297x420,303.00,426.00,297.00,420.00,Y,,JPG,Y,파일사양
PRD_000145,미니배너,SIZ_000028,150x300,152.00,302.00,150.00,300.00,Y,,JPG,Y,파일사양
PRD_000145,미니배너,SIZ_000328,180x420,180.00,420.00,180.00,420.00,N,,JPG,Y,파일사양
PRD_000146,아크릴키링,SIZ_000011,50x50,60.00,60.00,50.00,50.00,Y,,,Y,파일사양
PRD_000146,아크릴키링,SIZ_000329,20x30,20.00,30.00,20.00,30.00,N,,PDF,Y,파일사양
PRD_000146,아크릴키링,SIZ_000330,30x30,30.00,30.00,30.00,30.00,N,,*AI(칼선),Y,파일사양
PRD_000146,아크릴키링,SIZ_000331,30x40,30.00,40.00,30.00,40.00,N,,,Y,파일사양
PRD_000146,아크릴키링,SIZ_000332,30x70,30.00,70.00,30.00,70.00,N,,,Y,파일사양
PRD_000146,아크릴키링,SIZ_000333,40x40,40.00,40.00,40.00,40.00,N,,,Y,파일사양
PRD_000146,아크릴키링,SIZ_000334,40x50,40.00,50.00,40.00,50.00,N,,,Y,파일사양
PRD_000146,아크릴키링,SIZ_000335,40x60,40.00,60.00,40.00,60.00,N,,,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000337,24x24,24.00,24.00,,,N,,PDF,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000338,34x34,34.00,34.00,,,N,,*AI(칼선),Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000339,34x44,34.00,44.00,,,N,,,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000340,44x44,44.00,44.00,,,N,,,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000341,44x54,44.00,54.00,,,N,,,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000342,54x54,54.00,54.00,,,N,,,Y,파일사양
PRD_000147,아크릴마그넷,SIZ_000343,64x64,64.00,64.00,,,N,,,Y,파일사양
PRD_000148,아크릴뱃지,SIZ_000338,34x34,34.00,34.00,,,N,,PDF,Y,파일사양
PRD_000148,아크릴뱃지,SIZ_000340,44x44,44.00,44.00,,,N,,*AI(칼선),Y,파일사양
PRD_000148,아크릴뱃지,SIZ_000342,54x54,54.00,54.00,,,N,,,Y,파일사양
PRD_000149,아크릴집게,SIZ_000338,34x34,34.00,34.00,,,N,,PDF,Y,파일사양
PRD_000149,아크릴집게,SIZ_000340,44x44,44.00,44.00,,,N,,*AI(칼선),Y,파일사양
PRD_000149,아크릴집게,SIZ_000342,54x54,54.00,54.00,,,N,,,Y,파일사양
PRD_000150,아크릴스마트톡,SIZ_000342,54x54,54.00,54.00,,,N,,PDF,Y,파일사양
PRD_000150,아크릴스마트톡,SIZ_000343,64x64,64.00,64.00,,,N,,*AI(칼선),Y,파일사양
PRD_000150,아크릴스마트톡,SIZ_000345,74x64,74.00,64.00,,,N,,,Y,파일사양
PRD_000151,맥세이프 스마트톡,SIZ_000342,54x54,54.00,54.00,,,N,,PDF,Y,파일사양
PRD_000151,맥세이프 스마트톡,SIZ_000343,64x64,64.00,64.00,,,N,,*AI(칼선),Y,파일사양
PRD_000151,맥세이프 스마트톡,SIZ_000345,74x64,74.00,64.00,,,N,,,Y,파일사양
PRD_000152,아크릴명찰,SIZ_000347,64x24,64.00,24.00,,,N,,PDF,Y,파일사양
PRD_000152,아크릴명찰,SIZ_000349,74x29,74.00,29.00,,,N,,*AI(칼선),Y,파일사양
PRD_000152,아크릴명찰,SIZ_000351,84x34,84.00,34.00,,,N,,,Y,파일사양
PRD_000153,아크릴명찰(골드실버),SIZ_000347,64x24,64.00,24.00,,,N,,PDF,Y,파일사양
PRD_000153,아크릴명찰(골드실버),SIZ_000349,74x29,74.00,29.00,,,N,,*AI(칼선),Y,파일사양
PRD_000153,아크릴명찰(골드실버),SIZ_000351,84x34,84.00,34.00,,,N,,,Y,파일사양
PRD_000154,아크릴 머리끈,SIZ_000337,24x24,24.00,24.00,,,N,,PDF,Y,파일사양
PRD_000154,아크릴 머리끈,SIZ_000338,34x34,34.00,34.00,,,N,,*AI(칼선),Y,파일사양
PRD_000154,아크릴 머리끈,SIZ_000340,44x44,44.00,44.00,,,N,,,Y,파일사양
PRD_000155,아크릴볼펜,SIZ_000337,24x24,24.00,24.00,,,N,,PDF,Y,파일사양
PRD_000155,아크릴볼펜,SIZ_000338,34x34,34.00,34.00,,,N,,*AI(칼선),Y,파일사양
PRD_000155,아크릴볼펜,SIZ_000340,44x44,44.00,44.00,,,N,,,Y,파일사양
PRD_000157,아크릴네임택,SIZ_000012,55x86,57.00,88.00,55.00,86.00,Y,,*AI(칼선),Y,파일사양
PRD_000157,아크릴네임택,SIZ_000148,60x60,60.00,60.00,60.00,60.00,N,,PDF,Y,파일사양
PRD_000158,아크릴 포카키링,SIZ_000012,55x86,57.00,88.00,55.00,86.00,Y,,PDF,Y,파일사양
PRD_000159,아크릴 코스터,SIZ_000157,104x104,104.00,104.00,,,N,,PDF,Y,파일사양
PRD_000160,아크릴자유형스탠드,SIZ_000357,120x60,120.00,60.00,120.00,60.00,N,,PDF,Y,파일사양
PRD_000160,아크릴자유형스탠드,SIZ_000358,120x90,120.00,90.00,120.00,90.00,N,,*AI(칼선),Y,파일사양
PRD_000160,아크릴자유형스탠드,SIZ_000359,120x120,120.00,120.00,120.00,120.00,N,,,Y,파일사양
PRD_000160,아크릴자유형스탠드,SIZ_000360,120x150,120.00,150.00,120.00,150.00,N,,,Y,파일사양
PRD_000160,아크릴자유형스탠드,SIZ_000361,120x180,120.00,180.00,120.00,180.00,N,,,Y,파일사양
PRD_000161,판아크릴,SIZ_000362,124x124,124.00,124.00,,,N,,PDF,Y,파일사양
PRD_000161,판아크릴,SIZ_000363,124x184,124.00,184.00,,,N,,*AI(칼선),Y,파일사양
PRD_000163,아크릴미니파츠,SIZ_000365,120x50,120.00,50.00,120.00,50.00,N,,PDF,Y,파일사양
PRD_000172,만년다이어리(소프트커버),SIZ_000251,300x214,300.00,214.00,,,N,,,Y,표지파일사양
PRD_000173,만년다이어리(하드커버),SIZ_000181,426x303,426.00,303.00,,,N,,,Y,표지파일사양
PRD_000176,먼슬리플래너,SIZ_000180,302x216,302.00,216.00,,,N,,PDF,Y,표지파일사양
PRD_000176,먼슬리플래너,SIZ_000376,150x216,150.00,216.00,,,N,,PDF,Y,내지파일사양
PRD_000177,스프링노트,SIZ_000171,152x214,152.00,214.00,,,N,,,Y,표지파일사양
PRD_000178,스프링수첩,SIZ_000378,94x149,94.00,149.00,,,N,,,Y,표지파일사양
PRD_000179,메모패드,SIZ_000007,148x210,150.00,212.00,148.00,210.00,Y,,,Y,표지파일사양
PRD_000179,메모패드,SIZ_000381,186x261,186.00,261.00,,,N,,,Y,표지파일사양
PRD_000181,중철노트,SIZ_000382,216x154,216.00,154.00,,,N,,,Y,표지파일사양
PRD_000183,틴거울,SIZ_000017,100x90,102.00,92.00,100.00,90.00,Y,,JPG,Y,파일사양
PRD_000184,컴팩트거울,SIZ_000017,100x90,102.00,92.00,100.00,90.00,Y,,JPG,Y,파일사양
PRD_000185,카드거울,SIZ_000383,57x91,57.00,91.00,,,N,,JPG x 3P,Y,파일사양
PRD_000186,사각손거울,SIZ_000385,85x140,85.00,140.00,,,N,,PDF,Y,파일사양
PRD_000186,사각손거울,SIZ_000387,105x176,105.00,176.00,,,N,,PDF,Y,파일사양
PRD_000186,사각손거울,SIZ_000389,130x228,130.00,228.00,,,N,,PDF,Y,파일사양
PRD_000187,블랙사각손거울,SIZ_000385,85x140,85.00,140.00,,,N,,PDF,Y,파일사양
PRD_000187,블랙사각손거울,SIZ_000387,105x176,105.00,176.00,,,N,,PDF,Y,파일사양
PRD_000187,블랙사각손거울,SIZ_000389,130x228,130.00,228.00,,,N,,PDF,Y,파일사양
PRD_000188,레더코스터,SIZ_000113,100x100,100.00,100.00,100.00,100.00,N,,JPG,Y,파일사양
PRD_000189,코르크코스터,SIZ_000113,100x100,100.00,100.00,100.00,100.00,N,,PDF,Y,파일사양
PRD_000190,우드코스터,SIZ_000113,100x100,100.00,100.00,100.00,100.00,N,,PDF,Y,파일사양
PRD_000191,린넨패브릭코스터,SIZ_000004,135x135,137.00,137.00,135.00,135.00,Y,,JPG,Y,파일사양
PRD_000192,규조토코스터,SIZ_000390,112x112,112.00,112.00,,,N,,PDF,Y,파일사양
PRD_000192,규조토코스터,SIZ_000391,110x110,110.00,110.00,,,N,,PDF,Y,파일사양
PRD_000193,머그컵,SIZ_000392,190x80,190.00,80.00,,,N,,JPG,Y,파일사양
PRD_000194,워터북보틀,SIZ_000393,94x193,94.00,193.00,,,N,,PDF,Y,파일사양
PRD_000194,워터북보틀,SIZ_000394,110x185,110.00,185.00,,,N,,PDF,Y,파일사양
PRD_000195,벨벳쿠션,SIZ_000395,290x290,290.00,290.00,,,N,,JPG,Y,파일사양
PRD_000196,레더여권케이스,SIZ_000257,210x150,210.00,150.00,210.00,150.00,N,,JPG,Y,파일사양
PRD_000197,미니매트,SIZ_000397,450x450,450.00,450.00,,,N,,JPG #1,Y,파일사양
PRD_000197,미니매트,SIZ_000398,280x200,280.00,200.00,,,N,,JPG #2,Y,파일사양
PRD_000198,피크닉매트,SIZ_000400,1000x700,1000.00,700.00,,,N,,JPG #1,Y,파일사양
PRD_000198,피크닉매트,SIZ_000401,320x860,320.00,860.00,,,N,,JPG #2,Y,파일사양
PRD_000198,피크닉매트,SIZ_000403,1500x1000,1500.00,1000.00,,,N,,JPG #1,Y,파일사양
PRD_000200,핀버튼,SIZ_000043,80x80,84.00,84.00,80.00,80.00,Y,,JPG X 4P,Y,파일사양
PRD_000201,레더스트랩키링,SIZ_000404,30x124,30.00,124.00,,,N,,JPG X 2P,Y,파일사양
PRD_000201,레더스트랩키링,SIZ_000405,30x215,30.00,215.00,,,N,,JPG X 2P,Y,파일사양
PRD_000205,양말,SIZ_000407,65x100,65.00,100.00,,,N,,JPG,Y,파일사양
PRD_000206,반팔티셔츠,SIZ_000408,205x292,205.00,292.00,,,N,,JPG,Y,파일사양
PRD_000209,후드티셔츠,SIZ_000408,205x292,205.00,292.00,,,N,,JPG,Y,파일사양
PRD_000210,초슬림마우스패드,SIZ_000409,240x182,240.00,182.00,,,N,,JPG,Y,파일사양
PRD_000211,장패드,SIZ_000410,715x315,715.00,315.00,,,N,,JPG,Y,파일사양
PRD_000212,극세사클리너,SIZ_000411,160x153,160.00,153.00,,,N,,JPG,Y,파일사양
PRD_000213,틴케이스,SIZ_000412,81x105,81.00,105.00,,,N,,PDF,Y,파일사양
PRD_000214,자석북마크,SIZ_000017,100x90,102.00,92.00,100.00,90.00,Y,,JPG,Y,파일사양
PRD_000215,클립보드,SIZ_000414,416x274,416.00,274.00,,,N,,PDF,Y,파일사양
PRD_000215,클립보드,SIZ_000416,528x364,528.00,364.00,,,N,,PDF,Y,파일사양
PRD_000216,투명클립보드,SIZ_000417,160x230,160.00,230.00,,,N,,PDF,Y,파일사양
PRD_000216,투명클립보드,SIZ_000418,230x330,230.00,330.00,,,N,,PDF,Y,파일사양
PRD_000219,밴드톡,SIZ_000427,45x102,45.00,102.00,,,N,,PDF,Y,파일사양
PRD_000220,폰스트랩,SIZ_000428,17x320,17.00,320.00,,,N,,JPG,Y,파일사양
PRD_000221,말랑키링,SIZ_000429,56x166,56.00,166.00,,,N,,PDF,Y,파일사양
PRD_000223,말랑포카홀더,SIZ_000430,82x128,82.00,128.00,,,N,,PDF,Y,파일사양
PRD_000224,말랑네임택,SIZ_000431,74x119,74.00,119.00,,,N,,PDF,Y,파일사양
PRD_000225,말랑여권케이스,SIZ_000432,196x140,196.00,140.00,,,N,,PDF,Y,파일사양
PRD_000230,레더 플랫 파우치,SIZ_000433,220x300,220.00,300.00,,,N,,JPG,Y,파일사양
PRD_000230,레더 플랫 파우치,SIZ_000434,260x340,260.00,340.00,,,N,,JPG,Y,파일사양
PRD_000231,레더 슬림 파우치,SIZ_000435,220x294,220.00,294.00,,,N,,JPG,Y,파일사양
PRD_000231,레더 슬림 파우치,SIZ_000436,260x374,260.00,374.00,,,N,,JPG,Y,파일사양
PRD_000232,레더 삼각 파우치,SIZ_000437,440x160,440.00,160.00,,,N,,JPG,Y,파일사양
PRD_000232,레더 삼각 파우치,SIZ_000438,520x200,520.00,200.00,,,N,,JPG,Y,파일사양
PRD_000233,레더 볼륨 파우치,SIZ_000439,240x334,240.00,334.00,,,N,,JPG,Y,파일사양
PRD_000233,레더 볼륨 파우치,SIZ_000440,290x334,290.00,334.00,,,N,,JPG,Y,파일사양
PRD_000234,레더 스트링 파우치,SIZ_000433,220x300,220.00,300.00,,,N,,JPG,Y,파일사양
PRD_000235,레더 스트링 원형파우치,SIZ_000441,323x210,323.00,210.00,,,N,,JPG,Y,파일사양
PRD_000236,레더 플랫 클러치,SIZ_000442,640x230,640.00,230.00,,,N,,JPG,Y,파일사양
PRD_000237,레더 삼각 클러치,SIZ_000443,640x250,640.00,250.00,,,N,,JPG,Y,파일사양
PRD_000238,레더 아이패드/노트북 파우치,SIZ_000444,444x287,444.00,287.00,,,N,,JPG,Y,파일사양
PRD_000238,레더 아이패드/노트북 파우치,SIZ_000445,368x544,368.00,544.00,,,N,,JPG,Y,파일사양
PRD_000238,레더 아이패드/노트북 파우치,SIZ_000446,412x594,412.00,594.00,,,N,,JPG,Y,파일사양
PRD_000239,캔버스 플랫 파우치,SIZ_000433,220x300,220.00,300.00,,,N,,JPG,Y,파일사양
PRD_000239,캔버스 플랫 파우치,SIZ_000434,260x340,260.00,340.00,,,N,,JPG,Y,파일사양
PRD_000240,캔버스 삼각 파우치,SIZ_000433,220x300,220.00,300.00,,,N,,JPG,Y,파일사양
PRD_000240,캔버스 삼각 파우치,SIZ_000447,260x380,260.00,380.00,,,N,,JPG,Y,파일사양
PRD_000241,캔버스 스트랩 라벨파우치,SIZ_000448,70x100,70.00,100.00,,,N,,JPG,Y,파일사양
PRD_000242,광목 스트링 라벨파우치,SIZ_000246,100x70,100.00,70.00,100.00,70.00,N,,JPG,Y,파일사양
PRD_000242,광목 스트링 라벨파우치,SIZ_000449,100x40,100.00,40.00,,,N,,JPG,Y,파일사양
PRD_000243,린넨 스트링 파우치,SIZ_000450,180x240,180.00,240.00,,,N,,JPG,Y,파일사양
PRD_000243,린넨 스트링 파우치,SIZ_000451,220x530,220.00,530.00,,,N,,JPG,Y,파일사양
PRD_000243,린넨 스트링 파우치,SIZ_000452,260x630,260.00,630.00,,,N,,JPG,Y,파일사양
PRD_000244,타이벡 플랫 파우치,SIZ_000453,444x155,444.00,155.00,,,N,,JPG,Y,파일사양
PRD_000244,타이벡 플랫 파우치,SIZ_000454,524x195,524.00,195.00,,,N,,JPG,Y,파일사양
PRD_000244,타이벡 플랫 파우치,SIZ_000455,744x285,744.00,285.00,,,N,,JPG,Y,파일사양
PRD_000245,타이벡 슬림 파우치,SIZ_000435,220x294,220.00,294.00,,,N,,JPG,Y,파일사양
PRD_000245,타이벡 슬림 파우치,SIZ_000436,260x374,260.00,374.00,,,N,,JPG,Y,파일사양
PRD_000246,타이벡 삼각 파우치,SIZ_000456,220x330,220.00,330.00,,,N,,JPG,Y,파일사양
PRD_000246,타이벡 삼각 파우치,SIZ_000457,260x390,260.00,390.00,,,N,,JPG,Y,파일사양
PRD_000247,타이벡 스트링 파우치,SIZ_000458,210x520,210.00,520.00,,,N,,JPG,Y,파일사양
PRD_000247,타이벡 스트링 파우치,SIZ_000459,250x620,250.00,620.00,,,N,,JPG,Y,파일사양
PRD_000247,타이벡 스트링 파우치,SIZ_000460,320x820,320.00,820.00,,,N,,JPG,Y,파일사양
PRD_000248,타이벡 플랫 클러치,SIZ_000442,640x230,640.00,230.00,,,N,,JPG,Y,파일사양
PRD_000249,메쉬슬림파우치,SIZ_000435,220x294,220.00,294.00,,,N,,JPG,Y,파일사양
PRD_000249,메쉬슬림파우치,SIZ_000436,260x374,260.00,374.00,,,N,,JPG,Y,파일사양
PRD_000250,메쉬볼륨파우치,SIZ_000461,380x454,380.00,454.00,,,N,,JPG,Y,파일사양
PRD_000251,레더 플랫 미니파우치,SIZ_000462,130x240,130.00,240.00,,,N,,JPG,Y,파일사양
PRD_000252,레더 슬림 미니파우치,SIZ_000463,130x194,130.00,194.00,,,N,,JPG,Y,파일사양
PRD_000252,레더 슬림 미니파우치,SIZ_000464,140x254,140.00,254.00,,,N,,JPG,Y,파일사양
PRD_000253,레더 삼각 미니파우치,SIZ_000465,120x220,120.00,220.00,,,N,,JPG,Y,파일사양
PRD_000254,레더 볼륨 미니파우치,SIZ_000466,165x187,165.00,187.00,,,N,,JPG,Y,파일사양
PRD_000254,레더 볼륨 미니파우치,SIZ_000467,200x187,200.00,187.00,,,N,,JPG,Y,파일사양
PRD_000255,레더 원형 미니파우치,SIZ_000468,220x110,220.00,110.00,,,N,,JPG,Y,파일사양
PRD_000256,레더 플랫 필통,SIZ_000469,220x190,220.00,190.00,,,N,,JPG,Y,파일사양
PRD_000257,레더 슬림 필통,SIZ_000470,220x194,220.00,194.00,,,N,,JPG,Y,파일사양
PRD_000258,레더 삼각 필통,SIZ_000471,220x210,220.00,210.00,,,N,,JPG,Y,파일사양
PRD_000259,레더 볼륨 필통,SIZ_000472,270x214,270.00,214.00,,,N,,JPG,Y,파일사양
PRD_000260,레더 원형 필통,SIZ_000473,220x234,220.00,234.00,,,N,,JPG,Y,파일사양
