prd_cd,mat_cd,usage_cd,dep_proc_cd,dflt_yn,disp_seq,reg_dt,upd_dt
PRD_000206,MAT_000287,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000288,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000289,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000208,MAT_000290,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000208,MAT_000291,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000209,MAT_000288,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000209,MAT_000292,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000213,MAT_000293,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000214,MAT_000294,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000216,MAT_000295,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000216,MAT_000296,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000297,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000298,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000299,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000300,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000301,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000302,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,MAT_000303,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000220,MAT_000271,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000220,MAT_000272,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000221,MAT_000304,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000221,MAT_000305,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000221,MAT_000306,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000221,MAT_000307,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000221,MAT_000308,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000309,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000310,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000311,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000312,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000313,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000314,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000226,MAT_000315,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000227,MAT_000146,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000227,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000227,MAT_000272,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000228,MAT_000316,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000229,MAT_000317,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000229,MAT_000318,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000230,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000230,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000231,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000231,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000232,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000232,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000233,MAT_000321,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000233,MAT_000322,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000234,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000238,MAT_000323,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000238,MAT_000324,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000238,MAT_000325,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000239,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000239,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000240,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000240,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000241,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000243,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000243,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000243,MAT_000326,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000244,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000244,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000244,MAT_000327,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000245,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000245,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000246,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000246,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000247,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000247,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000247,MAT_000327,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000249,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000249,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000250,MAT_000328,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000252,MAT_000329,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000252,MAT_000330,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000254,MAT_000329,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000254,MAT_000330,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000255,MAT_000331,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000264,MAT_000332,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000267,MAT_000332,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000267,MAT_000333,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000268,MAT_000334,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000269,MAT_000335,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000270,MAT_000336,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000271,MAT_000332,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000273,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000273,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000274,MAT_000319,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000274,MAT_000320,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000276,MAT_000332,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000277,MAT_000332,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000278,MAT_000333,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000279,MAT_000333,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
